Pincode,QWIK GNG.,Del Serv.,Shadowfax Serv.,Bluedart Serv,Qwik HD.,Del HD.,City,State,Zone,GNG P1,HD P1
577007,Active,Active,InActive,InActive,Active,Active,DAVANGERE,KARNATAKA,SOUTH,R396,"R396,S0IC,SJ48"
577101,InActive,Active,InActive,Active,Active,Active,CHICKAMAGALUR,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577102,InActive,Active,InActive,Active,Active,Active,CHICKAMAGALUR,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577111,InActive,Active,InActive,Active,Active,Active,CHICKAMAGALUR,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577112,InActive,Active,InActive,InActive,InActive,Active,SRINGERI,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577113,InActive,Active,InActive,Active,InActive,Active,MUDIGERE,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577114,InActive,NSZ,InActive,InActive,InActive,InActive,SRINGERI Taluk,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577115,Active,Active,Active,Active,Active,Active,BHADRAVATI,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577116,InActive,Active,Active,Active,Active,Active,KADURU,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577117,InActive,NSZ,InActive,InActive,Active,Active,SRINGERI Taluk,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577118,InActive,Active,InActive,InActive,Active,Active,SRINGERI,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577120,InActive,Active,InActive,InActive,InActive,Active,KOPPA - KPZ,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577121,InActive,Active,InActive,InActive,InActive,Active,MUDIGERE Taluk,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577122,InActive,Active,InActive,InActive,InActive,Active,MUDIGERE Taluk,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577123,InActive,Active,InActive,InActive,InActive,Active,SRINGERI,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577124,InActive,Active,InActive,InActive,InActive,Active,SRINGERI Taluk,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577125,InActive,Active,InActive,InActive,Active,Active,KOPPA - KPZ,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577126,InActive,Active,InActive,InActive,Active,Active,KOPPA - KPZ,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577127,InActive,Active,InActive,InActive,Active,Active,KOPPA - KPZ,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577128,Active,Active,InActive,InActive,Active,Active,BHADRAVATI Taluk,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577129,InActive,Active,InActive,InActive,Active,Active,TARIKERE ,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577130,InActive,NSZ,Not active/Embargo,InActive,InActive,NSZ,CHICKAMAGALUR Taluk,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577131,InActive,Active,InActive,InActive,InActive,Active,CHICKAMAGALUR Taluk,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577132,InActive,Active,InActive,Active,Active,Active,MUDIGERE,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577133,InActive,Active,InActive,Active,Active,Active,CHICKAMAGALUR,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577134,Active,Active,InActive,InActive,Active,Active,KOPPA - KPZ,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577135,InActive,Active,InActive,Active,Active,Active,KADURU,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577136,InActive,NSZ,InActive,InActive,InActive,InActive,SRINGERI Taluk,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577137,InActive,NSZ,InActive,InActive,Active,NSZ,CHICKAMAGALUR Taluk,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577138,InActive,Active,InActive,InActive,InActive,Active,KADURU,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577139,InActive,Active,InActive,InActive,InActive,Active,SRINGERI,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577140,InActive,Active,Active,InActive,InActive,Active,KADURU Taluk,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577142,InActive,Active,InActive,InActive,InActive,Active,SRINGERI Taluk,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577144,Active,Active,InActive,InActive,Active,Active,TARIKERE - TRE,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577145,InActive,Active,InActive,InActive,Active,Active,TARIKERE ,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577146,Active,Active,InActive,InActive,Active,Active,CHICKAMAGALUR,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577160,InActive,NSZ,InActive,InActive,InActive,InActive,SRINGERI Taluk,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577168,InActive,Active,Not active/Embargo,Active,Active,Active,CHICKAMAGALUR,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577175,InActive,Active,InActive,Active,Active,Active,KADURU,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577179,InActive,Active,InActive,InActive,InActive,Active,SRINGERI Taluk,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577180,InActive,Active,InActive,InActive,InActive,Active,KADURU,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577181,InActive,Active,InActive,InActive,InActive,Active,SRINGERI Taluk,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577182,InActive,Active,InActive,InActive,InActive,Active,KADURU,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577201,Active,Active,Not active/Embargo,Active,Active,Active,SHIVAMOGA,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577202,Active,Active,Not active/Embargo,Active,Active,Active,SHIVAMOGA,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577203,Active,Active,InActive,Active,Active,Active,SHIVAMOGA,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577204,Active,Active,Not active/Embargo,Active,Active,Active,SHIVAMOGA,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577205,Active,Active,InActive,Active,Active,Active,SHIVAMOGA,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577211,Active,Active,InActive,InActive,Active,Active,SHIVAMOGA,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577213,InActive,Active,InActive,Active,Active,Active,CHANNAGIRI,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577214,Active,Active,InActive,Active,Active,Active,SHIKARIPURA,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577215,InActive,Active,InActive,InActive,Active,Active,CHANNAGIRI,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577216,Active,Active,InActive,InActive,Active,Active,SHIVAMOGA,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577217,Active,Active,InActive,InActive,Active,Active,HONNALI,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577218,Active,Active,InActive,InActive,Active,Active,CHANNAGIRI,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577219,Active,Active,InActive,InActive,Active,Active,HONNALI,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577220,Active,Active,InActive,InActive,Active,Active,SHIVAMOGA,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577221,Active,Active,InActive,InActive,Active,Active,CHANNAGIRI,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577222,Active,Active,InActive,Active,Active,Active,SHIVAMOGA,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577223,Active,Active,InActive,InActive,Active,Active,HONNALI,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577224,Active,Active,InActive,InActive,Active,Active,HONNALI,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577225,Active,Active,InActive,InActive,Active,Active,SHIMOGA,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577226,InActive,Active,InActive,InActive,Active,Active,THIRTHAHALLI,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577227,Active,Active,InActive,InActive,Active,Active,BHADRAVATI,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577228,Active,Active,InActive,InActive,Active,Active,TARIKERE - TRE,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577229,Active,Active,Active,Active,Active,Active,BHADRAVATI,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577230,Active,Active,InActive,InActive,Active,Active,HONNALI,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577231,Active,Active,InActive,InActive,Active,Active,HONNALI,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577232,Active,Active,InActive,Active,Active,Active,THIRTHAHALLI,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577233,Active,Active,InActive,InActive,Active,Active,BHADRAVATI,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577243,Active,Active,InActive,InActive,Active,Active,BHADRAVATI Taluk,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577245,Active,Active,Active,Active,Active,Active,BHADRAVATI,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577301,Active,Active,Active,Active,Active,Active,BHADRAVATI,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577302,Active,Active,Active,Active,Active,Active,BHADRAVATI,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577401,InActive,Active,Not active/Embargo,Active,Active,Active,SAGARA,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577411,InActive,Active,InActive,Active,InActive,Active,SRINGERI,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577412,InActive,Active,InActive,Active,Active,Active,HOSANAGARA - HOG,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577413,InActive,Active,InActive,Active,InActive,Active,HIREKERUR,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577414,InActive,Active,InActive,Active,Active,Active,THIRTHAHALLI,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577415,InActive,Active,InActive,Active,Active,Active,THIRTHAHALLI,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577416,Active,Active,InActive,Active,Active,Active,SHIVAMOGA,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577417,InActive,Active,Not active/Embargo,Active,Active,Active,SAGARA,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577418,InActive,Active,InActive,InActive,Active,Active,HOSANAGARA - HOG,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577419,InActive,Active,InActive,InActive,InActive,Active,HIREKERUR,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577421,InActive,Active,InActive,InActive,InActive,Active,SAGARA,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577422,InActive,Active,InActive,Active,Active,Active,THIRTHAHALLI,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577423,Active,Active,InActive,InActive,Active,Active,SHIKARIPURA,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577424,InActive,NSZ,InActive,Active,InActive,InActive,THIRTHAHALLI,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577425,InActive,Active,InActive,InActive,InActive,Active,HOSANAGARA - HOG,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577426,Active,Active,Not active/Embargo,InActive,Active,Active,HOSANAGARA - HOG,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577427,InActive,Active,InActive,Active,Active,Active,SHIKARIPURA,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577428,InActive,Active,InActive,InActive,InActive,Active,SHIKARIPURA,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577429,InActive,Active,InActive,Active,InActive,Active,SAGARA,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577430,InActive,Active,Not active/Embargo,Active,InActive,Active,SAGARA,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577431,InActive,Active,InActive,InActive,Active,Active,SHIKARIPURA,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577432,InActive,Active,InActive,Active,Active,Active,THIRTHAHALLI,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577433,InActive,Active,InActive,InActive,InActive,Active,SHIKARIPURA,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577434,InActive,Active,InActive,Active,InActive,Active,SAGARA,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577435,InActive,Active,InActive,Active,InActive,Active,SAGARA,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577436,InActive,Active,InActive,InActive,Active,Active,THIRTHAHALLI,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577448,InActive,Active,InActive,InActive,InActive,Active,THIRTHAHALLI,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577451,Active,Active,Active,InActive,Active,Active,BHADRAVATI,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577452,InActive,Active,InActive,InActive,InActive,Active,HOSANAGARA - HOG,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577453,InActive,NSZ,InActive,InActive,InActive,InActive,SAGARA,Karnataka,SOUTH,R396,R396
577501,InActive,Active,Not active/Embargo,Active,Active,Active,CHITRADURGA,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577502,InActive,Active,Not active/Embargo,Active,Active,Active,CHITRADURGA,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577511,InActive,Active,InActive,Active,InActive,Active,HIRIYUR,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577512,Active,Active,InActive,InActive,Active,Active,DAVANGERE,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577513,Active,Active,InActive,InActive,Active,Active,JAGALUR Taluk,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577514,Active,Active,InActive,InActive,Active,Active,DAVANGERE,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577515,InActive,Active,InActive,InActive,InActive,Active,HOSADURGA,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577516,Active,Active,InActive,Active,Active,Active,DAVANGERE,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577517,InActive,Active,InActive,Active,InActive,Active,JAGALUR Taluk,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577518,Active,Active,InActive,InActive,Active,Active,SIRIGERE,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577519,Active,Active,InActive,InActive,Active,Active,SIRIGERE,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577520,InActive,Active,InActive,Active,Active,Active,SIRIGERE,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577521,Active,Active,InActive,Active,Active,Active,JAGALUR Taluk,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577522,InActive,Active,Active,Active,InActive,Active,CHALLAKERE,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577523,InActive,Active,InActive,InActive,Active,Active,HOLALKERE,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577524,InActive,NSZ,InActive,Active,Active,InActive,CHITRADURGA,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577525,Active,Active,InActive,InActive,Active,Active,DAVANGERE,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577526,InActive,Active,InActive,Active,Active,Active,HOLALKERE,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577527,InActive,Active,InActive,Active,InActive,Active,HOSADURGA,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577528,InActive,Active,InActive,InActive,Active,Active,JAGALUR Taluk,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577529,InActive,Active,InActive,InActive,InActive,Active,MOLAKALMURU,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577530,Active,Active,InActive,InActive,Active,Active,HONNALI,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577531,InActive,Active,InActive,InActive,Active,Active,HOLALKERE,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577532,InActive,Active,InActive,Active,InActive,Active,HIRIYUR,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577533,InActive,Active,InActive,InActive,InActive,Active,HOSADURGA,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577534,Active,Active,InActive,InActive,Active,Active,SIRIGERE,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577535,InActive,Active,InActive,InActive,Active,Active,MOLAKALMURU,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577536,InActive,Active,InActive,Active,InActive,Active,CHALLAKERE,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577537,InActive,NSZ,InActive,Active,InActive,InActive,CHALLAKERE,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577538,InActive,Active,InActive,Active,InActive,Active,CHALLAKERE,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577539,InActive,Active,InActive,InActive,InActive,Active,HOLALKERE,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577540,Active,Active,Active,InActive,Active,Active,MOLAKALMURU,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577541,Active,Active,InActive,Active,Active,Active,SIRIGERE,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577542,InActive,Active,InActive,InActive,InActive,Active,HOSADURGA,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577543,InActive,Active,InActive,Active,InActive,Active,CHALLAKERE,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577544,Active,Active,InActive,Active,Active,Active,CHANNAGIRI,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577545,InActive,Active,InActive,Active,InActive,Active,HIRIYUR,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577546,InActive,Active,InActive,InActive,InActive,Active,HIRIYUR,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577547,InActive,Active,InActive,InActive,Active,Active,TARIKERE - TRE,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577548,InActive,Active,Active,Active,Active,Active,KADURU,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577549,InActive,Active,InActive,InActive,Active,Active,TARIKERE ,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577550,InActive,Active,InActive,InActive,Active,Active,KADURU Taluk,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577551,Active,Active,InActive,Active,Active,Active,HONNALI,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577552,Active,Active,InActive,InActive,Active,Active,CHANNAGIRI,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577553,Active,Active,InActive,InActive,Active,Active,JAGALUR Taluk,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577554,InActive,Active,InActive,InActive,InActive,Active,HOSADURGA,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577555,InActive,Active,InActive,Active,Active,Active,CHITRADURGA,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577556,Active,Active,InActive,Active,Active,Active,SIRIGERE,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577557,InActive,Active,InActive,InActive,InActive,Active,HOLALKERE,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577558,InActive,Active,InActive,Active,InActive,Active,HIRIYUR,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577566,Active,Active,Active,Active,Active,Active,DAVANGERE,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577589,Active,Active,Active,InActive,Active,Active,DAVANGERE,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577596,InActive,Active,InActive,InActive,InActive,Active,HIRIYUR,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577597,InActive,Active,InActive,InActive,InActive,Active,HOSADURGA,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577598,InActive,Active,InActive,Active,InActive,Active,HIRIYUR,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577599,InActive,Active,InActive,Active,InActive,Active,HIRIYUR,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
577601,Active,Active,InActive,Active,Active,Active,DAVANGERE,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
580001,Active,Active,InActive,Active,Active,Active,DHARWAD,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
580002,Active,Active,InActive,Active,Active,Active,DHARWAD,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
580003,Active,Active,InActive,Active,Active,Active,DHARWAD,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
580004,Active,Active,InActive,Active,Active,Active,DHARWAD,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
580005,Active,Active,InActive,Active,Active,Active,DHARWAD,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
580006,Active,Active,InActive,Active,Active,Active,DHARWAD,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
580007,Active,Active,InActive,Active,Active,Active,DHARWAD,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
580008,Active,Active,InActive,Active,Active,Active,DHARWAD,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
580009,Active,Active,InActive,Active,Active,Active,DHARWAD,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
580011,Active,Active,InActive,Active,Active,Active,DHARWAD,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
580020,Active,Active,InActive,Active,Active,Active,HUBLI,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
580021,Active,Active,Not active/Embargo,Active,Active,Active,HUBLI,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
580023,InActive,Active,Not active/Embargo,Active,Active,Active,HUBLI,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
580024,Active,Active,Not active/Embargo,Active,Active,Active,HUBLI,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
580025,Active,Active,Not active/Embargo,Active,Active,Active,HUBLI,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
580026,Active,Active,Active,Active,Active,Active,HUBLI,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
580027,Active,Active,Active,InActive,Active,Active,DHARWAD,KARNATAKA,SOUTH,R396,"R396,S0IC,SJ48"
580028,Active,Active,InActive,Active,Active,Active,HUBLI,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
580029,Active,Active,InActive,Active,Active,Active,HUBLI,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
580030,Active,Active,Not active/Embargo,Active,Active,Active,HUBLI,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
580031,Active,Active,Not active/Embargo,Active,Active,Active,HUBLI,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
580032,Active,Active,Active,Active,Active,Active,HUBLI,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
580112,Active,Active,InActive,Active,Active,Active,HUBLI,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
580114,Active,Active,InActive,Active,Active,Active,DHARWAD,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
580118,Active,Active,InActive,Active,Active,Active,DHARWAD HO,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
581101,InActive,Active,InActive,Active,InActive,Active,HANGAL,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
581102,InActive,Active,InActive,Active,InActive,Active,HANGAL,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
581103,Active,Active,InActive,Active,Active,Active,KITTUR,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
581104,InActive,Active,InActive,Active,InActive,Active,HANGAL,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
581105,Active,Active,InActive,Active,Active,Active,DHARWAD,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
581106,InActive,Active,InActive,Active,Active,Active,RANEBENNUR,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
581107,InActive,Active,InActive,InActive,Active,Active,SHIGGAON,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
581108,InActive,Active,InActive,Active,InActive,Active,HAVERI,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
581109,InActive,Active,InActive,Active,Active,Active,HIREKERUR Taluk,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
581110,InActive,Active,InActive,Active,InActive,Active,HAVERI,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
581111,InActive,Active,InActive,Active,InActive,Active,HIREKERUR Taluk,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
581112,InActive,Active,InActive,Active,InActive,Active,HAVERI,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
581113,Active,Active,InActive,InActive,Active,Active,HUBLI,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
581115,InActive,Active,InActive,Active,Active,Active,RANEBENNUR,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
581116,InActive,Active,InActive,Active,Active,Active,HIREKERUR Taluk,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
581117,Active,Active,InActive,InActive,Active,Active,HUBLI,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
581118,InActive,Active,InActive,Active,Active,Active,SHIGGAON Taluk,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
581119,Active,Active,InActive,Active,Active,Active,RANEBENNUR,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
581120,InActive,Active,InActive,Active,InActive,Active,HANGAL,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
581121,InActive,Active,InActive,InActive,InActive,Active,DANDELI,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
581123,Active,Active,InActive,Active,Active,Active,DAVANGERE,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
581126,InActive,Active,InActive,Active,Active,Active,SHIGGAON Taluk,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
581128,InActive,Active,InActive,Active,InActive,Active,HAVERI,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
581129,InActive,Active,InActive,InActive,InActive,Active,DANDELI,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
581145,Active,Active,InActive,Active,Active,Active,RANEBENNUR,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
581148,InActive,Active,InActive,Active,InActive,Active,HAVERI,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
581186,InActive,NSZ,InActive,InActive,InActive,Active,DANDELI,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
581187,InActive,NSZ,InActive,InActive,InActive,InActive,UTTARA KANNADA,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
581193,Active,Active,InActive,Active,Active,Active,SHIGGAON Taluk,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
581195,Active,Active,InActive,InActive,Active,InActive,HUBLI,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
581196,Active,Active,InActive,InActive,Active,Active,KALAGHATAGI,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
581197,InActive,Active,InActive,Active,InActive,Active,HANGAL,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
581198,InActive,Active,InActive,Active,Active,Active,RANEBENNUR,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
581199,InActive,Active,InActive,Active,Active,InActive,HAVERI,KARNATAKA,SOUTH,R396,"R396,S0IC,SJ48"
581201,Active,Active,InActive,Active,Active,Active,DHARWAD,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
581202,InActive,Active,InActive,Active,InActive,Active,SHIGGAON Taluk,Karnataka,SOUTH,R396,"R396,S0IC,SJ48"
